"location_id","location_type__001","location_type__002","location_type__003","location_type__004","open_soon","latitude","longitude"
"dc259","destination charger","","","","0","44.9761510000","-93.2692780000"
"dc211","destination charger","","","","0","32.7864130000","-96.7954730000"
"dc271","destination charger","","","","0","35.5689830000","-121.1052610000"
"dc191","destination charger","","","","0","37.9370180000","-107.8178700000"
"dc207","destination charger","","","","0","41.8934990000","-87.6254980000"
"dc215","destination charger","","","","0","34.0728830000","-118.3896180000"
"dc171","destination charger","","","","0","47.6076510000","-122.3394180000"
"dc263","destination charger","","","","0","38.6337160000","-90.1839860000"
"dc188","destination charger","","","","0","36.0898450000","-115.1731880000"
"dc309","destination charger","","","","0","50.1199090000","-122.9438140000"
"dc185","destination charger","","","","0","34.4165920000","-119.6415750000"
"dc206","destination charger","","","","0","42.6102380000","-88.4060310000"
"dc174","destination charger","","","","0","38.9552860000","-119.9433030000"
"dc288","destination charger","","","","0","43.8367470000","-88.9468590000"
"dc203","destination charger","","","","0","43.0384370000","-87.9175600000"
"dc198","destination charger","","","","0","44.8566280000","-93.3313660000"
"dc261","destination charger","","","","0","38.6897970000","-75.0749640000"
"dc286","destination charger","","","","0","36.5923870000","-121.8762740000"
"dc187","destination charger","","","","0","33.7214150000","-116.3268110000"
"dc172","destination charger","","","","0","46.0884780000","-118.2271540000"
"dc403","destination charger","","","","0","34.0543710000","-118.4119110000"
"dc192","destination charger","","","","0","43.0419290000","-87.9113330000"
"dc193","destination charger","","","","0","35.0223860000","-110.6960180000"
"dc278","destination charger","","","","0","34.2508000000","-117.1919260000"
"dc214","destination charger","","","","0","49.2875210000","-123.1235210000"
"dc339","destination charger","","","","0","38.6299500000","-90.1918490000"
"dc267","destination charger","","","","0","36.0919930000","-115.1731700000"
"dc266","destination charger","","","","0","36.1012790000","-115.1672900000"
"dc173","destination charger","","","","0","40.6158800000","-111.5090280000"
"dc331","destination charger","","","","0","33.5161020000","-117.7574610000"
"dc337","destination charger","","","","0","41.0687750000","-71.9333610000"
"dc169","destination charger","","","","0","34.4215130000","-119.6405350000"
"dc586","destination charger","","","","0","41.3651630000","-72.0261680000"
"dc281","destination charger","","","","0","38.2962200000","-122.2831380000"
"dc765","destination charger","","","","0","43.3521540000","-70.4727270000"
"dc324","destination charger","","","","0","34.0205300000","-117.9267660000"
"dc268","destination charger","","","","0","50.1141380000","-122.9538150000"
"dc181","destination charger","","","","0","36.2288290000","-121.7648430000"
"dc216","destination charger","","","","0","26.2489650000","-81.7679410000"
"dc321","destination charger","","","","0","33.8457902000","-116.5444318000"
"dc238","destination charger","","","","0","34.4468450000","-119.6237180000"
"dc205","destination charger","","","","0","43.6075500000","-89.7825830000"
"dc219","destination charger","","","","0","34.6129550000","-120.0790100000"
"dc289","destination charger","","","","0","26.5256590000","-82.1917720000"
"dc186","destination charger","","","","0","33.4825730000","-117.7146370000"
"dc434","destination charger","","","","0","43.8718900000","-121.4435300000"
"dc712","destination charger","","","","0","43.2450100000","-70.5939040000"
"dc272","destination charger","","","","0","34.1449740000","-118.3701050000"
"dc182","destination charger","","","","0","35.1658630000","-120.6900500000"
"dc584","destination charger","","","","0","41.3924100000","-70.5066270000"
"dc276","destination charger","","","","0","38.1652570000","-121.1524980000"
"dc365","destination charger","","","","0","33.0190870000","-117.2057730000"
"dc190","destination charger","","","","0","36.1201060000","-115.1726650000"
"dc202","destination charger","","","","0","43.0388730000","-87.9056520000"
"dc189","destination charger","","","","0","36.1143110000","-115.1632390000"
"dc473","destination charger","","","","0","39.0398840000","-94.5913610000"
"dc277","destination charger","","","","0","33.5886710000","-117.8421650000"
"dc488","destination charger","","","","0","49.1239930000","-125.9010960000"
"hjorringsupercharger","supercharger","standard charger","","","0","57.4555446200","10.0406748100"
"neubergsupercharger","supercharger","standard charger","","","0","50.1819530000","9.0066620000"
"duiven","store","service","","","0","51.9650564000","6.0037543000"
"bocatowncenter","store","","","","0","26.3659040000","-80.1343440000"
"villageatcortemadera","store","standard charger","","","0","37.9284100000","-122.5146800000"
"houstonwestchase","service","","","","0","29.7227308000","-95.5509927000"
"keystone","store","standard charger","","","0","39.9140651000","-86.1111523000"
"edenprairie","store","service","standard charger","","0","44.8786790000","-93.3997690000"
"shopsatmissionviejo","store","","","","0","33.5591910000","-117.6704540000"
"brentwood","store","service","supercharger","standard charger","0","35.9691350000","-86.8043010000"
"cathedralcity","service","","","","0","33.7861180000","-116.4751140000"
"parisouest","service","","","","0","48.9228304000","2.3153289000"
"robsonstreet","store","","","","0","49.2829735000","-123.1219663000"
"osloskoyen","store","service","","","0","59.9201620000","10.6882310000"
"universitycity","store","service","","","0","38.6725611000","-90.3598237000"
"vienna","store","service","","","0","48.1574455000","16.3345536000"
"westchester","store","","","","0","41.0312752000","-73.7591855000"
"southhillsupercharger","supercharger","standard charger","","","0","36.7485160000","-78.1035170000"
"sandiego","service","","","","0","32.8915497000","-117.1534240000"
"zurichpelikanstrasse","store","","","","0","47.3719847000","8.5368064000"
"berlin","store","service","","","0","52.3927644000","13.5435943000"
"stockholminfracity","service","","","","0","59.5006239000","17.9268180000"
"genevameyrin","service","","","","0","46.2238125000","6.0521555000"
"tabycentrum","store","","","","0","59.4450190000","18.0713760000"
"tilburgatlasstraat","store","service","","","0","51.6063310000","5.0056210000"
"antwerp","store","service","supercharger","standard charger","0","51.1369400000","4.3771750000"
"londonwest","store","service","supercharger","","0","51.5111657000","-0.4612202000"
"scottsdale","service","","","","0","33.6197930000","-111.9068416000"
"nanjingfullsharesupercharger","supercharger","standard charger","","","0","31.9762000000","118.7607000000"
"hangzhouhuanglong","supercharger","standard charger","","","0","30.2676000000","120.1430000000"
"raleighservice","service","","","","0","35.9038139000","-78.7479810000"
"matogugeussupercharger","supercharger","standard charger","","","0","48.9920010000","4.2452830000"
"beijingyizhuang","store","service","supercharger","standard charger","0","39.7997700000","116.5178250000"
"shenzhenlonghua","store","service","supercharger","standard charger","0","22.6189000000","114.0548200000"
"dusseldorf","store","service","","","0","51.1639920000","6.8519380000"
"lakecitysupercharger","supercharger","standard charger","","","0","30.1814050000","-82.6796050000"
"amsterdamhooftstraat","store","","","","0","52.3607810000","4.8828400000"
"edisonsupercharger","supercharger","standard charger","","","0","40.5445950000","-74.3341130000"
"zwollesupercharger","supercharger","standard charger","","","0","52.5313750000","6.1572790000"
"dc177","destination charger","","","","0","37.4337400000","-122.4412480000"
"dc178","destination charger","","","","0","37.7867100000","-122.4028270000"
"dc208","destination charger","","","","0","35.4687480000","-97.5141840000"
"dc217","destination charger","","","","0","39.6334100000","-106.5242800000"
"dc270","destination charger","","","","0","38.4765490000","-122.3888800000"
"dc283","destination charger","","","","0","40.7169660000","-74.0327690000"
"dc306","destination charger","","","","0","37.8394480000","-120.2291990000"
"dc311","destination charger","","","","0","36.1093530000","-115.1752780000"
"dc325","destination charger","","","","0","30.2590120000","-97.7473520000"
"dc334","destination charger","","","","0","38.9310370000","-74.9237030000"
"dc424","destination charger","","","","0","40.5754560000","-124.2645330000"
"dc425","destination charger","","","","0","33.7594600000","-84.3891740000"
"dc435","destination charger","","","","0","47.6141410000","-122.3363570000"
"dc457","destination charger","","","","0","45.5201920000","-122.6800170000"
"dc498","destination charger","","","","0","41.5555990000","-70.6203140000"
"dc510","destination charger","","","","0","34.0419630000","-118.2566070000"
"dc538","destination charger","","","","0","36.1525860000","-86.7970590000"
"dc550","destination charger","","","","0","45.5136190000","-122.6806760000"
"dc625","destination charger","","","","0","39.2401010000","-119.9419800000"
"dc648","destination charger","","","","0","39.5631860000","-74.2391330000"
"dc807","destination charger","","","","0","32.3127150000","-110.9121000000"
"dc1109","destination charger","","","","0","26.3408760000","-80.0718500000"
"dc1213","destination charger","","","","0","36.1234160000","-115.1704990000"
"dc530","destination charger","","","","0","46.9167720000","-113.4345510000"
"canarywharfsupercharger","supercharger","standard charger","","","0","51.5043510000","-0.0156920000"
"truckeesupercharger","supercharger","standard charger","","","1","39.3279620000","-120.1832533000"
"irschenbergsupercharger","supercharger","standard charger","","","0","47.8268300000","11.8980900000"
"dc316","destination charger","","","","0","47.6565780000","-117.4244140000"
"dc317","destination charger","","","","0","47.6563060000","-117.4234870000"
"dc373","destination charger","","","","0","48.4771240000","-123.5312030000"
"dc504","destination charger","","","","0","36.5975030000","-121.8927850000"
"dc636","destination charger","","","","0","44.1970940000","-73.3622380000"
"dc646","destination charger","","","","0","41.6312650000","-70.5943470000"
"dc1067","destination charger","","","","0","40.5132210000","-121.8123300000"
"dc1434","destination charger","","","","0","38.6885760000","-122.9467830000"
"dc1526","destination charger","","","","0","47.6572470000","-117.4239460000"
"dc1527","destination charger","","","","0","43.7471620000","-111.1114740000"
"dc1528","destination charger","","","","0","35.1466130000","-120.6454440000"
"chengduyanlordsupercharger","supercharger","standard charger","","","0","30.6515990000","104.0670220000"
"kogesupercharger","supercharger","standard charger","","","0","55.4893650000","12.1629540000"
"salzburgsupercharger","supercharger","standard charger","","","0","47.7266010000","13.0604630000"
"tokyosupercharger","supercharger","standard charger","","","1","35.6855320000","139.7673720000"
